"ID";"Vermogensklassen";"KenmerkenVanHetHuishouden";"Perioden";"Aantal_1";"AantalPersonen_2";"Totaal_3";"Gemiddeld_4";"k_50ePercentielMediaan_5"
"38282";"6058";" 190";"2008JJ00";"16";;;;
"38283";"6058";" 190";"2009JJ00";"16";;;;
"38284";"6058";" 190";"2010JJ00";"16";;;;
"38285";"6058";" 190";"2011XX00";"16";;;;
"38286";"6058";" 190";"2011JJ00";"19";;;;
"38287";"6058";" 190";"2012JJ00";"18";;;;
"38288";"6058";" 191";"2006JJ00";"186";"1.6";"36.9";"199";"197"
"38289";"6058";" 191";"2007JJ00";"198";"1.6";"42";"213";"211"
"38290";"6058";" 191";"2008JJ00";"204";"1.6";"46";"226";"225"
"38291";"6058";" 191";"2009JJ00";"210";"1.6";"46";"219";"218"
"38292";"6058";" 191";"2010JJ00";"228";"1.6";"46.1";"202";"203"
"38293";"6058";" 191";"2011XX00";"236";"1.6";"45.9";"194";"194"
"38294";"6058";" 191";"2011JJ00";"234";"1.6";"45.7";"195";"195"
"38295";"6058";" 191";"2012JJ00";"244";"1.6";"46.1";"189";"189"
"38296";"6058";" 192";"2006JJ00";"3";;;;
"38297";"6058";" 192";"2007JJ00";"3";;;;
"38298";"6058";" 192";"2008JJ00";"3";;;;
"38299";"6058";" 192";"2009JJ00";"2";;;;
"38300";"6058";" 192";"2010JJ00";"2";;;;
"38301";"6058";" 192";"2011XX00";"2";;;;
"38302";"6058";" 192";"2011JJ00";"3";;;;
"38303";"6058";" 192";"2012JJ00";"3";;;;
"38304";"6058";" 193";"2006JJ00";"1";;;;
"38305";"6058";" 193";"2007JJ00";"1";;;;
"38306";"6058";" 193";"2008JJ00";"0";;;;
"38307";"6058";" 193";"2009JJ00";"0";;;;
"38308";"6058";" 193";"2010JJ00";"0";;;;
"38309";"6058";" 193";"2011XX00";"1";;;;
"38310";"6058";" 193";"2011JJ00";"1";;;;
"38311";"6058";" 193";"2012JJ00";"1";;;;
"38312";"6058";" 194";"2006JJ00";"3";;;;
"38313";"6058";" 194";"2007JJ00";"3";;;;
"38314";"6058";" 194";"2008JJ00";"2";;;;
"38315";"6058";" 194";"2009JJ00";"2";;;;
"38316";"6058";" 194";"2010JJ00";"1";;;;
"38317";"6058";" 194";"2011XX00";"2";;;;
"38318";"6058";" 194";"2011JJ00";"2";;;;
"38319";"6058";" 194";"2012JJ00";"2";;;;
"38320";"6058";" 195";"2006JJ00";"3";;;;
"38321";"6058";" 195";"2007JJ00";"2";;;;
"38322";"6058";" 195";"2008JJ00";"3";;;;
"38323";"6058";" 195";"2009JJ00";"3";;;;
"38324";"6058";" 195";"2010JJ00";"2";;;;
"38325";"6058";" 195";"2011XX00";"1";;;;
"38326";"6058";" 195";"2011JJ00";"2";;;;
"38327";"6058";" 195";"2012JJ00";"2";;;;
"38328";"6058";" 202";"2006JJ00";"653";"2.7";"128.8";"197";"196"
"38329";"6058";" 202";"2007JJ00";"663";"2.6";"140";"211";"210"
"38330";"6058";" 202";"2008JJ00";"654";"2.6";"146.5";"224";"223"
"38331";"6058";" 202";"2009JJ00";"682";"2.6";"147.6";"216";"215"
"38332";"6058";" 202";"2010JJ00";"677";"2.5";"135.6";"200";"199"
"38333";"6058";" 202";"2011XX00";"682";"2.5";"130.9";"192";"191"
"38334";"6058";" 202";"2011JJ00";"683";"2.5";"131.7";"193";"192"
"38335";"6058";" 202";"2012JJ00";"683";"2.5";"127.9";"187";"186"
"38336";"6058";" 203";"2006JJ00";"54";"1.9";"10.4";"194";"192"
"38337";"6058";" 203";"2007JJ00";"48";"1.8";"10";"208";"205"
"38338";"6058";" 203";"2008JJ00";"62";"1.9";"13.9";"223";"222"
"38339";"6058";" 203";"2009JJ00";"42";"1.8";"9";"213";"209"
"38340";"6058";" 203";"2010JJ00";"53";"1.7";"10.4";"196";"192"
"38341";"6058";" 203";"2011XX00";"52";"1.7";"9.7";"189";"185"
"38342";"6058";" 203";"2011JJ00";"51";"1.7";"9.6";"189";"186"
"38343";"6058";" 203";"2012JJ00";"57";"1.7";"10.4";"182";"179"
"38344";"6058";" 204";"2006JJ00";"1";;;;
"38345";"6058";" 204";"2007JJ00";"1";;;;
"38346";"6058";" 204";"2008JJ00";"1";;;;
"38347";"6058";" 204";"2009JJ00";"1";;;;
"38348";"6058";" 204";"2010JJ00";"2";;;;
"38349";"6058";" 204";"2011XX00";"1";;;;
"38350";"6058";" 204";"2011JJ00";"1";;;;
"38351";"6058";" 204";"2012JJ00";"2";;;;
"38352";"6058";" 205";"2006JJ00";"52";"1.9";"10.2";"194";"192"
"38353";"6058";" 205";"2007JJ00";"47";"1.8";"9.9";"209";"205"
"38354";"6058";" 205";"2008JJ00";"62";"1.9";"13.7";"223";"222"
"38355";"6058";" 205";"2009JJ00";"41";"1.7";"8.8";"213";"209"
"38356";"6058";" 205";"2010JJ00";"51";"1.7";"10";"196";"192"
"38357";"6058";" 205";"2011XX00";"50";"1.7";"9.4";"188";"185"
"38358";"6058";" 205";"2011JJ00";"49";"1.7";"9.3";"188";"185"
"38359";"6058";" 205";"2012JJ00";"55";"1.7";"10.1";"182";"179"
"38360";"6058";" 211";"2006JJ00";"81";"2.3";"15.8";"196";"194"
"38361";"6058";" 211";"2007JJ00";"81";"2.3";"17";"210";"208"
"38362";"6058";" 211";"2008JJ00";"79";"2.2";"17.4";"222";"219"
"38363";"6058";" 211";"2009JJ00";"91";"2.3";"19.5";"214";"210"
"38364";"6058";" 211";"2010JJ00";"96";"2.2";"19.1";"198";"195"
"38365";"6058";" 211";"2011XX00";"97";"2.2";"18.5";"191";"189"
"38366";"6058";" 211";"2011JJ00";"97";"2.2";"18.6";"191";"190"
"38367";"6058";" 211";"2012JJ00";"100";"2.2";"18.5";"185";"184"
"38368";"6058";" 212";"2006JJ00";"175";"2.5";"34.3";"196";"193"
"38369";"6058";" 212";"2007JJ00";"186";"2.5";"39.2";"210";"208"
"38370";"6058";" 212";"2008JJ00";"189";"2.5";"42.1";"223";"221"
"38371";"6058";" 212";"2009JJ00";"188";"2.5";"40.4";"215";"213"
"38372";"6058";" 212";"2010JJ00";"190";"2.4";"37.7";"199";"197"
"38373";"6058";" 212";"2011XX00";"190";"2.4";"36.2";"190";"188"
"38374";"6058";" 212";"2011JJ00";"188";"2.4";"36.1";"191";"190"
"38375";"6058";" 212";"2012JJ00";"190";"2.4";"35.4";"186";"184"
"38376";"6058";" 213";"2006JJ00";"162";"2.6";"32";"197";"196"
"38377";"6058";" 213";"2007JJ00";"153";"2.6";"32.2";"211";"210"
"38378";"6058";" 213";"2008JJ00";"152";"2.6";"33.9";"224";"222"
"38379";"6058";" 213";"2009JJ00";"146";"2.5";"31.4";"216";"214"
"38380";"6058";" 213";"2010JJ00";"146";"2.5";"29.2";"200";"199"
"38381";"6058";" 213";"2011XX00";"145";"2.5";"27.9";"192";"191"
"38382";"6058";" 213";"2011JJ00";"155";"2.5";"29.8";"193";"192"
"38383";"6058";" 213";"2012JJ00";"163";"2.5";"30.5";"187";"186"
"38384";"6058";" 214";"2006JJ00";"176";"2.7";"34.9";"198";"197"
"38385";"6058";" 214";"2007JJ00";"180";"2.7";"38.2";"212";"211"
"38386";"6058";" 214";"2008JJ00";"184";"2.7";"41.5";"225";"224"
"38387";"6058";" 214";"2009JJ00";"188";"2.6";"40.9";"218";"217"
"38388";"6058";" 214";"2010JJ00";"190";"2.6";"38.3";"201";"202"
"38389";"6058";" 214";"2011XX00";"193";"2.6";"37.2";"193";"193"
"38390";"6058";" 214";"2011JJ00";"191";"2.6";"37.1";"194";"193"
"38391";"6058";" 214";"2012JJ00";"185";"2.5";"34.7";"188";"187"
"38392";"6058";" 215";"2006JJ00";"113";"2.7";"22.3";"198";"197"
"38393";"6058";" 215";"2007JJ00";"110";"2.7";"23.4";"212";"211"
"38394";"6058";" 215";"2008JJ00";"113";"2.7";"25.5";"225";"226"
"38395";"6058";" 215";"2009JJ00";"112";"2.6";"24.4";"218";"218"
"38396";"6058";" 215";"2010JJ00";"108";"2.5";"21.7";"201";"201"
"38397";"6058";" 215";"2011XX00";"108";"2.5";"20.8";"192";"191"
"38398";"6058";" 215";"2011JJ00";"102";"2.5";"19.7";"193";"192"
"38399";"6058";" 215";"2012JJ00";"102";"2.5";"19.2";"188";"187"
"38400";"6058";"6221";"2006JJ00";"73";"2.5";"14.4";"197";"196"
"38401";"6058";"6221";"2007JJ00";"76";"2.4";"15.9";"211";"209"
"38402";"6058";"6221";"2008JJ00";"76";"2.5";"17";"223";"223"
"38403";"6058";"6221";"2009JJ00";"79";"2.4";"16.9";"215";"214"
"38404";"6058";"6221";"2010JJ00";"79";"2.3";"15.7";"200";"200"
"38405";"6058";"6221";"2011XX00";"83";"2.4";"15.7";"189";"186"
"38406";"6058";"6221";"2011JJ00";"84";"2.4";"16.1";"191";"190"
"38407";"6058";"6221";"2012JJ00";"85";"2.3";"15.8";"186";"184"
"38408";"6058";"6222";"2006JJ00";"155";"2.7";"30.8";"198";"196"
"38409";"6058";"6222";"2007JJ00";"155";"2.7";"32.8";"212";"211"
"38410";"6058";"6222";"2008JJ00";"157";"2.6";"35.2";"224";"223"
"38411";"6058";"6222";"2009JJ00";"161";"2.6";"34.8";"216";"215"
"38412";"6058";"6222";"2010JJ00";"161";"2.6";"32.2";"200";"201"
"38413";"6058";"6222";"2011XX00";"156";"2.6";"29.9";"193";"192"
"38414";"6058";"6222";"2011JJ00";"157";"2.5";"30.2";"193";"192"
"38415";"6058";"6222";"2012JJ00";"158";"2.5";"29.5";"187";"185"
"38416";"6058";"6223";"2006JJ00";"305";"2.6";"60";"197";"195"
"38417";"6058";"6223";"2007JJ00";"306";"2.6";"64.5";"211";"209"
"38418";"6058";"6223";"2008JJ00";"306";"2.5";"68.5";"223";"222"
"38419";"6058";"6223";"2009JJ00";"308";"2.5";"66.5";"216";"215"
"38420";"6058";"6223";"2010JJ00";"315";"2.5";"62.7";"199";"197"
"38421";"6058";"6223";"2011XX00";"324";"2.4";"61.9";"191";"189"
"38422";"6058";"6223";"2011JJ00";"314";"2.4";"60.4";"192";"191"
"38423";"6058";"6223";"2012JJ00";"319";"2.4";"59.5";"187";"185"
"38424";"6058";"6224";"2006JJ00";"173";"2.5";"34";"197";"195"
"38425";"6058";"6224";"2007JJ00";"174";"2.5";"36.8";"211";"210"
"38426";"6058";"6224";"2008JJ00";"177";"2.5";"39.8";"224";"223"
"38427";"6058";"6224";"2009JJ00";"177";"2.5";"38.3";"217";"216"
"38428";"6058";"6224";"2010JJ00";"176";"2.4";"35.4";"201";"201"
"38429";"6058";"6224";"2011XX00";"172";"2.4";"33.1";"193";"193"
"38430";"6058";"6224";"2011JJ00";"179";"2.4";"34.6";"193";"192"
"38431";"6058";"6224";"2012JJ00";"179";"2.4";"33.6";"187";"187"
"38432";"6058";"6231";"2006JJ00";"23";"2.4";"4.5";"197";"195"
"38433";"6058";"6231";"2007JJ00";"23";"2.4";"4.8";"213";"210"
"38434";"6058";"6231";"2008JJ00";"25";"2.4";"5.6";"225";"225"
"38435";"6058";"6231";"2009JJ00";"24";"2.4";"5.2";"217";"219"
"38436";"6058";"6231";"2010JJ00";"24";"2.3";"4.9";"204";"207"
"38437";"6058";"6231";"2011XX00";"22";"2.3";"4.3";"191";"191"
"38438";"6058";"6231";"2011JJ00";"26";"2.3";"4.9";"190";"188"
"38439";"6058";"6231";"2012JJ00";"26";"2.2";"4.8";"185";"183"
"38440";"6058";"6232";"2006JJ00";"29";"2.5";"5.6";"197";"194"
"38441";"6058";"6232";"2007JJ00";"30";"2.4";"6.4";"211";"208"
"38442";"6058";"6232";"2008JJ00";"30";"2.5";"6.6";"223";"221"
"38443";"6058";"6232";"2009JJ00";"32";"2.4";"6.9";"214";"210"
"38444";"6058";"6232";"2010JJ00";"30";"2.4";"6";"198";"196"
"38445";"6058";"6232";"2011XX00";"34";"2.4";"6.4";"189";"186"
"38446";"6058";"6232";"2011JJ00";"33";"2.4";"6.4";"192";"190"
"38447";"6058";"6232";"2012JJ00";"33";"2.4";"6.2";"186";"184"
"38448";"6058";"6233";"2006JJ00";"22";"2.5";"4.3";"197";"198"
"38449";"6058";"6233";"2007JJ00";"23";"2.5";"4.7";"209";"209"
"38450";"6058";"6233";"2008JJ00";"21";"2.6";"4.7";"222";"220"
"38451";"6058";"6233";"2009JJ00";"23";"2.5";"4.9";"214";"213"
"38452";"6058";"6233";"2010JJ00";"25";"2.3";"4.9";"197";"196"
"38453";"6058";"6233";"2011XX00";"27";"2.4";"5";"188";"184"
"38454";"6058";"6233";"2011JJ00";"25";"2.4";"4.8";"192";"191"
"38455";"6058";"6233";"2012JJ00";"25";"2.3";"4.7";"186";"185"
"38456";"6058";"6234";"2006JJ00";"53";"2.6";"10.5";"199";"197"
"38457";"6058";"6234";"2007JJ00";"54";"2.6";"11.5";"213";"213"
"38458";"6058";"6234";"2008JJ00";"54";"2.5";"12.1";"224";"224"
"38459";"6058";"6234";"2009JJ00";"57";"2.5";"12.4";"216";"215"
"38460";"6058";"6234";"2010JJ00";"56";"2.5";"11.2";"200";"201"
"38461";"6058";"6234";"2011XX00";"54";"2.5";"10.4";"192";"190"
"38462";"6058";"6234";"2011JJ00";"52";"2.6";"10";"192";"191"
"38463";"6058";"6234";"2012JJ00";"52";"2.5";"9.7";"186";"185"
"38464";"6058";"6235";"2006JJ00";"14";;;;
"38465";"6058";"6235";"2007JJ00";"12";;;;
"38466";"6058";"6235";"2008JJ00";"13";;;;
"38467";"6058";"6235";"2009JJ00";"13";;;;
"38468";"6058";"6235";"2010JJ00";"14";;;;
"38469";"6058";"6235";"2011XX00";"12";;;;
"38470";"6058";"6235";"2011JJ00";"13";;;;
"38471";"6058";"6235";"2012JJ00";"13";;;;
"38472";"6058";"6236";"2006JJ00";"89";"2.8";"17.6";"198";"196"
"38473";"6058";"6236";"2007JJ00";"88";"2.7";"18.7";"212";"211"
"38474";"6058";"6236";"2008JJ00";"90";"2.6";"20.3";"225";"223"
"38475";"6058";"6236";"2009JJ00";"91";"2.7";"19.8";"217";"216"
"38476";"6058";"6236";"2010JJ00";"91";"2.6";"18.3";"201";"200"
"38477";"6058";"6236";"2011XX00";"89";"2.6";"17.2";"194";"194"
"38478";"6058";"6236";"2011JJ00";"92";"2.5";"17.8";"193";"192"
"38479";"6058";"6236";"2012JJ00";"92";"2.5";"17.3";"187";"186"
"38480";"6058";"6237";"2006JJ00";"51";"2.7";"10.2";"199";"199"
"38481";"6058";"6237";"2007JJ00";"55";"2.6";"11.7";"211";"210"
"38482";"6058";"6237";"2008JJ00";"54";"2.6";"12.1";"225";"222"
"38483";"6058";"6237";"2009JJ00";"55";"2.5";"12";"216";"216"
"38484";"6058";"6237";"2010JJ00";"55";"2.5";"11";"199";"197"
"38485";"6058";"6237";"2011XX00";"57";"2.5";"11";"192";"191"
"38486";"6058";"6237";"2011JJ00";"52";"2.5";"10.1";"193";"193"
"38487";"6058";"6237";"2012JJ00";"53";"2.5";"9.9";"187";"187"
"38488";"6058";"6238";"2006JJ00";"107";"2.5";"21";"197";"195"
"38489";"6058";"6238";"2007JJ00";"105";"2.5";"22.1";"211";"210"
"38490";"6058";"6238";"2008JJ00";"107";"2.4";"23.8";"223";"222"
"38491";"6058";"6238";"2009JJ00";"106";"2.5";"22.8";"216";"214"
"38492";"6058";"6238";"2010JJ00";"106";"2.4";"21.2";"200";"198"
"38493";"6058";"6238";"2011XX00";"110";"2.4";"21";"191";"189"
"38494";"6058";"6238";"2011JJ00";"107";"2.4";"20.6";"193";"191"
"38495";"6058";"6238";"2012JJ00";"109";"2.3";"20.3";"187";"186"
"38496";"6058";"6239";"2006JJ00";"128";"2.6";"25.2";"197";"195"
"38497";"6058";"6239";"2007JJ00";"127";"2.7";"26.6";"210";"208"
"38498";"6058";"6239";"2008JJ00";"125";"2.6";"28.1";"224";"222"
"38499";"6058";"6239";"2009JJ00";"126";"2.6";"27.2";"216";"215"
"38500";"6058";"6239";"2010JJ00";"130";"2.5";"25.9";"199";"197"
"38501";"6058";"6239";"2011XX00";"132";"2.5";"25.3";"191";"189"
"38502";"6058";"6239";"2011JJ00";"134";"2.4";"25.8";"192";"191"
"38503";"6058";"6239";"2012JJ00";"136";"2.4";"25.4";"186";"185"
"38504";"6058";"6240";"2006JJ00";"18";;;;
"38505";"6058";"6240";"2007JJ00";"19";;;;
"38506";"6058";"6240";"2008JJ00";"20";"2.4";"4.5";"224";"224"
"38507";"6058";"6240";"2009JJ00";"21";"2.4";"4.5";"217";"218"
"38508";"6058";"6240";"2010JJ00";"23";"2.3";"4.6";"198";"194"
"38509";"6058";"6240";"2011XX00";"24";"2.3";"4.6";"191";"189"
"38510";"6058";"6240";"2011JJ00";"21";"2.4";"4";"192";"190"
"38511";"6058";"6240";"2012JJ00";"21";"2.3";"3.9";"186";"184"
"38512";"6058";"6241";"2006JJ00";"112";"2.6";"22.1";"197";"195"
"38513";"6058";"6241";"2007JJ00";"112";"2.6";"23.8";"212";"211"
"38514";"6058";"6241";"2008JJ00";"116";"2.6";"26";"225";"223"
"38515";"6058";"6241";"2009JJ00";"114";"2.6";"24.7";"217";"215"
"38516";"6058";"6241";"2010JJ00";"115";"2.5";"23";"201";"201"
"38517";"6058";"6241";"2011XX00";"113";"2.5";"21.8";"193";"193"
"38518";"6058";"6241";"2011JJ00";"119";"2.5";"23";"194";"193"
"38519";"6058";"6241";"2012JJ00";"119";"2.5";"22.3";"188";"187"
"38520";"6058";"6242";"2006JJ00";"61";"2.4";"11.9";"197";"196"
"38521";"6058";"6242";"2007JJ00";"62";"2.4";"13";"210";"208"
"38522";"6058";"6242";"2008JJ00";"62";"2.4";"13.8";"224";"223"
"38523";"6058";"6242";"2009JJ00";"63";"2.3";"13.6";"216";"216"
"38524";"6058";"6242";"2010JJ00";"61";"2.3";"12.3";"202";"200"
"38525";"6058";"6242";"2011XX00";"59";"2.3";"11.4";"193";"192"
"38526";"6058";"6242";"2011JJ00";"60";"2.3";"11.6";"192";"191"
"38527";"6058";"6242";"2012JJ00";"60";"2.3";"11.2";"187";"186"
"38528";"6059";"   1";"2006JJ00";"706";"2.6";"215.7";"305";"300"
"38529";"6059";"   1";"2007JJ00";"711";"2.5";"231.4";"326";"320"
"38530";"6059";"   1";"2008JJ00";"717";"2.5";"246.5";"344";"339"
"38531";"6059";"   1";"2009JJ00";"724";"2.5";"242.8";"335";"329"
"38532";"6059";"   1";"2010JJ00";"730";"2.4";"231.9";"318";"312"
"38533";"6059";"   1";"2011XX00";"734";"2.4";"224.5";"306";"300"
"38534";"6059";"   1";"2011JJ00";"734";"2.4";"226.4";"309";"303"
"38535";"6059";"   1";"2012JJ00";"741";"2.4";"225";"304";"298"
"38536";"6059";"  22";"2006JJ00";"139";"1";"42.3";"303";"297"
"38537";"6059";"  22";"2007JJ00";"145";"1";"46.7";"323";"316"
"38538";"6059";"  22";"2008JJ00";"147";"1";"50.5";"343";"339"
"38539";"6059";"  22";"2009JJ00";"159";"1";"52.6";"331";"321"
"38540";"6059";"  22";"2010JJ00";"164";"1";"51.6";"315";"309"
"38541";"6059";"  22";"2011XX00";"170";"1";"51.9";"304";"296"
"38542";"6059";"  22";"2011JJ00";"168";"1";"51.7";"307";"301"
"38543";"6059";"  22";"2012JJ00";"174";"1";"52.5";"302";"296"
"38544";"6059";"  23";"2006JJ00";"57";"1";"17.5";"307";"305"
"38545";"6059";"  23";"2007JJ00";"60";"1";"19.2";"322";"317"
"38546";"6059";"  23";"2008JJ00";"61";"1";"21";"343";"341"
"38547";"6059";"  23";"2009JJ00";"65";"1";"21.7";"334";"324"
"38548";"6059";"  23";"2010JJ00";"65";"1";"20.7";"316";"311"
"38549";"6059";"  23";"2011XX00";"69";"1";"21.1";"306";"302"
"38550";"6059";"  23";"2011JJ00";"65";"1";"20";"308";"302"
"38551";"6059";"  23";"2012JJ00";"67";"1";"20.4";"302";"296"
"38552";"6059";"  24";"2006JJ00";"36";"1";"11.2";"306";"305"
"38553";"6059";"  24";"2007JJ00";"38";"1";"12.5";"324";"320"
"38554";"6059";"  24";"2008JJ00";"38";"1";"13.1";"341";"340"
"38555";"6059";"  24";"2009JJ00";"40";"1";"13.3";"332";"323"
"38556";"6059";"  24";"2010JJ00";"38";"1";"12";"316";"315"
"38557";"6059";"  24";"2011XX00";"40";"1";"12.1";"304";"297"
"38558";"6059";"  24";"2011JJ00";"38";"1";"11.6";"306";"299"
"38559";"6059";"  24";"2012JJ00";"38";"1";"11.5";"300";"293"
"38560";"6059";"  25";"2006JJ00";"21";"1";"6.3";"308";"310"
"38561";"6059";"  25";"2007JJ00";"21";"1";"6.8";"317";"310"
"38562";"6059";"  25";"2008JJ00";"23";"1";"7.9";"347";"346"
"38563";"6059";"  25";"2009JJ00";"25";"1";"8.4";"338";"325"
"38564";"6059";"  25";"2010JJ00";"27";"1";"8.6";"317";"309"
"38565";"6059";"  25";"2011XX00";"29";"1";"8.9";"308";"305"
"38566";"6059";"  25";"2011JJ00";"27";"1";"8.4";"310";"305"
"38567";"6059";"  25";"2012JJ00";"29";"1";"8.9";"305";"300"
"38568";"6059";"  26";"2006JJ00";"82";"1";"24.8";"301";"293"
"38569";"6059";"  26";"2007JJ00";"85";"1";"27.4";"324";"315"
"38570";"6059";"  26";"2008JJ00";"86";"1";"29.5";"343";"338"
"38571";"6059";"  26";"2009JJ00";"94";"1";"30.9";"329";"319"
"38572";"6059";"  26";"2010JJ00";"98";"1";"30.9";"314";"307"
"38573";"6059";"  26";"2011XX00";"101";"1";"30.8";"304";"294"
"38574";"6059";"  26";"2011JJ00";"103";"1";"31.7";"307";"301"
"38575";"6059";"  26";"2012JJ00";"106";"1";"32.1";"302";"296"
"38576";"6059";"  27";"2006JJ00";"27";"1";"8.3";"301";"293"
"38577";"6059";"  27";"2007JJ00";"30";"1";"9.6";"323";"315"
"38578";"6059";"  27";"2008JJ00";"28";"1";"9.7";"342";"338"
"38579";"6059";"  27";"2009JJ00";"29";"1";"9.4";"324";"313"
"38580";"6059";"  27";"2010JJ00";"30";"1";"9.2";"310";"303"
"38581";"6059";"  27";"2011XX00";"32";"1";"9.5";"302";"291"
"38582";"6059";"  27";"2011JJ00";"30";"1";"9.2";"305";"297"
"38583";"6059";"  27";"2012JJ00";"30";"1";"8.9";"300";"293"
"38584";"6059";"  28";"2006JJ00";"55";"1";"16.5";"301";"293"
"38585";"6059";"  28";"2007JJ00";"55";"1";"17.8";"324";"316"
"38586";"6059";"  28";"2008JJ00";"58";"1";"19.8";"343";"338"
"38587";"6059";"  28";"2009JJ00";"65";"1";"21.5";"332";"323"
"38588";"6059";"  28";"2010JJ00";"69";"1";"21.7";"316";"308"
"38589";"6059";"  28";"2011XX00";"70";"1";"21.3";"304";"295"
"38590";"6059";"  28";"2011JJ00";"73";"1";"22.5";"309";"303"
"38591";"6059";"  28";"2012JJ00";"77";"1";"23.2";"303";"298"
"38592";"6059";"  29";"2006JJ00";"567";"2.9";"173.5";"306";"301"
"38593";"6059";"  29";"2007JJ00";"566";"2.9";"184.8";"326";"322"
"38594";"6059";"  29";"2008JJ00";"569";"2.9";"196";"344";"339"
"38595";"6059";"  29";"2009JJ00";"566";"2.9";"190.2";"336";"331"
"38596";"6059";"  29";"2010JJ00";"566";"2.8";"180.3";"318";"313"
"38597";"6059";"  29";"2011XX00";"563";"2.8";"172.6";"306";"300"
"38598";"6059";"  29";"2011JJ00";"566";"2.8";"174.7";"309";"303"
"38599";"6059";"  29";"2012JJ00";"567";"2.8";"172.5";"304";"299"
"38600";"6059";"  30";"2006JJ00";"523";"2.9";"159.9";"306";"301"
"38601";"6059";"  30";"2007JJ00";"524";"2.9";"170.8";"326";"321"
"38602";"6059";"  30";"2008JJ00";"526";"2.9";"181.2";"344";"339"
"38603";"6059";"  30";"2009JJ00";"524";"2.9";"176.2";"336";"331"
"38604";"6059";"  30";"2010JJ00";"525";"2.8";"167";"318";"313"
"38605";"6059";"  30";"2011XX00";"525";"2.8";"160.7";"306";"300"
"38606";"6059";"  30";"2011JJ00";"526";"2.8";"162.4";"309";"303"
"38607";"6059";"  30";"2012JJ00";"527";"2.8";"160.3";"304";"299"
"38608";"6059";"  31";"2006JJ00";"272";"2";"83.3";"307";"303"
"38609";"6059";"  31";"2007JJ00";"281";"2";"92";"328";"323"
"38610";"6059";"  31";"2008JJ00";"293";"2";"101.1";"345";"341"
"38611";"6059";"  31";"2009JJ00";"293";"2";"99";"338";"332"
"38612";"6059";"  31";"2010JJ00";"301";"2";"96";"319";"314"
"38613";"6059";"  31";"2011XX00";"300";"2";"91.8";"306";"300"
"38614";"6059";"  31";"2011JJ00";"301";"2";"93";"309";"304"
"38615";"6059";"  31";"2012JJ00";"306";"2";"93.4";"305";"300"
"38616";"6059";"  32";"2006JJ00";"162";"2";"49.6";"306";"302"
"38617";"6059";"  32";"2007JJ00";"163";"2";"53.1";"326";"321"
"38618";"6059";"  32";"2008JJ00";"164";"2";"56.5";"343";"337"
"38619";"6059";"  32";"2009JJ00";"160";"2";"53.9";"336";"329"
"38620";"6059";"  32";"2010JJ00";"155";"2";"49.4";"319";"313"
"38621";"6059";"  32";"2011XX00";"151";"2";"46";"305";"298"
"38622";"6059";"  32";"2011JJ00";"154";"2";"47.3";"308";"302"
"38623";"6059";"  32";"2012JJ00";"147";"2";"44.7";"304";"298"
"38624";"6059";"  33";"2006JJ00";"109";"2";"33.6";"307";"303"
"38625";"6059";"  33";"2007JJ00";"118";"2";"38.9";"330";"326"
"38626";"6059";"  33";"2008JJ00";"128";"2";"44.6";"348";"346"
"38627";"6059";"  33";"2009JJ00";"133";"2";"45.1";"340";"336"
"38628";"6059";"  33";"2010JJ00";"146";"2";"46.6";"320";"316"
"38629";"6059";"  33";"2011XX00";"149";"2";"45.8";"307";"302"
"38630";"6059";"  33";"2011JJ00";"147";"2";"45.7";"311";"306"
"38631";"6059";"  33";"2012JJ00";"159";"2";"48.7";"306";"301"
"38632";"6059";"  34";"2006JJ00";"153";"4.1";"46.5";"304";"298"
"38633";"6059";"  34";"2007JJ00";"149";"4";"48.2";"324";"317"
"38634";"6059";"  34";"2008JJ00";"140";"4.1";"47.8";"341";"334"
"38635";"6059";"  34";"2009JJ00";"135";"4";"45.2";"334";"327"
"38636";"6059";"  34";"2010JJ00";"132";"4";"41.5";"316";"309"
"38637";"6059";"  34";"2011XX00";"125";"4";"38.2";"306";"300"
"38638";"6059";"  34";"2011JJ00";"125";"4";"38.6";"307";"301"
"38639";"6059";"  34";"2012JJ00";"121";"4";"36.5";"302";"296"
"38640";"6059";"  35";"2006JJ00";"98";"3.8";"30.2";"307";"303"
"38641";"6059";"  35";"2007JJ00";"94";"3.8";"30.6";"326";"322"
"38642";"6059";"  35";"2008JJ00";"93";"3.8";"32.3";"346";"342"
"38643";"6059";"  35";"2009JJ00";"95";"3.8";"32";"336";"332"
"38644";"6059";"  35";"2010JJ00";"92";"3.8";"29.5";"319";"313"
"38645";"6059";"  35";"2011XX00";"100";"3.8";"30.7";"308";"302"
"38646";"6059";"  35";"2011JJ00";"100";"3.7";"30.8";"309";"304"
"38647";"6059";"  35";"2012JJ00";"100";"3.7";"30.4";"305";"300"
"38648";"6059";"  36";"2006JJ00";"26";"2.4";"7.9";"305";"299"
"38649";"6059";"  36";"2007JJ00";"25";"2.5";"8";"325";"326"
"38650";"6059";"  36";"2008JJ00";"25";"2.4";"8.6";"344";"339"
"38651";"6059";"  36";"2009JJ00";"24";"2.4";"8";"335";"325"
"38652";"6059";"  36";"2010JJ00";"24";"2.4";"7.8";"319";"312"
"38653";"6059";"  36";"2011XX00";"27";"2.4";"8.2";"305";"300"
"38654";"6059";"  36";"2011JJ00";"27";"2.5";"8.4";"307";"301"
