"ID";"Vermogensklassen";"KenmerkenVanHetHuishouden";"Perioden";"Aantal_1";"AantalPersonen_2";"Totaal_3";"Gemiddeld_4";"k_50ePercentielMediaan_5"
"6190";"6005";"6232";"2011JJ00";"27";"2.5";"2";"74";"74"
"6191";"6005";"6232";"2012JJ00";"27";"2.5";"2";"74";"74"
"6192";"6005";"6233";"2006JJ00";"19";;;;
"6193";"6005";"6233";"2007JJ00";"19";;;;
"6194";"6005";"6233";"2008JJ00";"17";;;;
"6195";"6005";"6233";"2009JJ00";"18";;;;
"6196";"6005";"6233";"2010JJ00";"19";;;;
"6197";"6005";"6233";"2011XX00";"19";;;;
"6198";"6005";"6233";"2011JJ00";"20";"2.6";"1.5";"74";"73"
"6199";"6005";"6233";"2012JJ00";"21";"2.5";"1.5";"74";"74"
"6200";"6005";"6234";"2006JJ00";"41";"2.8";"3";"74";"73"
"6201";"6005";"6234";"2007JJ00";"40";"2.8";"3";"74";"74"
"6202";"6005";"6234";"2008JJ00";"40";"2.7";"2.9";"74";"73"
"6203";"6005";"6234";"2009JJ00";"40";"2.7";"2.9";"73";"73"
"6204";"6005";"6234";"2010JJ00";"40";"2.6";"3";"74";"75"
"6205";"6005";"6234";"2011XX00";"39";"2.6";"2.9";"75";"76"
"6206";"6005";"6234";"2011JJ00";"39";"2.6";"2.9";"74";"74"
"6207";"6005";"6234";"2012JJ00";"41";"2.6";"3";"74";"73"
"6208";"6005";"6235";"2006JJ00";"17";;;;
"6209";"6005";"6235";"2007JJ00";"18";;;;
"6210";"6005";"6235";"2008JJ00";"16";;;;
"6211";"6005";"6235";"2009JJ00";"16";;;;
"6212";"6005";"6235";"2010JJ00";"16";;;;
"6213";"6005";"6235";"2011XX00";"14";;;;
"6214";"6005";"6235";"2011JJ00";"15";;;;
"6215";"6005";"6235";"2012JJ00";"15";;;;
"6216";"6005";"6236";"2006JJ00";"64";"2.6";"4.7";"74";"73"
"6217";"6005";"6236";"2007JJ00";"65";"2.6";"4.8";"74";"73"
"6218";"6005";"6236";"2008JJ00";"66";"2.5";"4.9";"74";"73"
"6219";"6005";"6236";"2009JJ00";"65";"2.6";"4.8";"74";"73"
"6220";"6005";"6236";"2010JJ00";"64";"2.6";"4.7";"74";"73"
"6221";"6005";"6236";"2011XX00";"68";"2.6";"5";"74";"74"
"6222";"6005";"6236";"2011JJ00";"66";"2.6";"4.9";"74";"73"
"6223";"6005";"6236";"2012JJ00";"69";"2.5";"5.1";"74";"73"
"6224";"6005";"6237";"2006JJ00";"41";"2.5";"3";"73";"72"
"6225";"6005";"6237";"2007JJ00";"43";"2.5";"3.2";"74";"74"
"6226";"6005";"6237";"2008JJ00";"41";"2.5";"2.9";"72";"71"
"6227";"6005";"6237";"2009JJ00";"42";"2.5";"3";"72";"70"
"6228";"6005";"6237";"2010JJ00";"44";"2.5";"3.2";"74";"73"
"6229";"6005";"6237";"2011XX00";"44";"2.4";"3.3";"74";"74"
"6230";"6005";"6237";"2011JJ00";"41";"2.5";"3";"74";"73"
"6231";"6005";"6237";"2012JJ00";"42";"2.5";"3.1";"73";"73"
"6232";"6005";"6238";"2006JJ00";"89";"2.3";"6.6";"75";"75"
"6233";"6005";"6238";"2007JJ00";"90";"2.3";"6.6";"74";"73"
"6234";"6005";"6238";"2008JJ00";"87";"2.3";"6.3";"73";"72"
"6235";"6005";"6238";"2009JJ00";"86";"2.3";"6.3";"73";"72"
"6236";"6005";"6238";"2010JJ00";"89";"2.3";"6.6";"73";"72"
"6237";"6005";"6238";"2011XX00";"87";"2.4";"6.4";"73";"72"
"6238";"6005";"6238";"2011JJ00";"92";"2.3";"6.7";"73";"72"
"6239";"6005";"6238";"2012JJ00";"95";"2.3";"6.9";"73";"72"
"6240";"6005";"6239";"2006JJ00";"126";"2.4";"9.3";"74";"73"
"6241";"6005";"6239";"2007JJ00";"130";"2.4";"9.5";"73";"72"
"6242";"6005";"6239";"2008JJ00";"127";"2.4";"9.3";"74";"73"
"6243";"6005";"6239";"2009JJ00";"123";"2.4";"9.1";"74";"73"
"6244";"6005";"6239";"2010JJ00";"127";"2.4";"9.3";"73";"73"
"6245";"6005";"6239";"2011XX00";"126";"2.4";"9.3";"74";"73"
"6246";"6005";"6239";"2011JJ00";"123";"2.4";"9.1";"74";"73"
"6247";"6005";"6239";"2012JJ00";"127";"2.4";"9.4";"73";"73"
"6248";"6005";"6240";"2006JJ00";"18";;;;
"6249";"6005";"6240";"2007JJ00";"17";;;;
"6250";"6005";"6240";"2008JJ00";"16";;;;
"6251";"6005";"6240";"2009JJ00";"15";;;;
"6252";"6005";"6240";"2010JJ00";"15";;;;
"6253";"6005";"6240";"2011XX00";"16";;;;
"6254";"6005";"6240";"2011JJ00";"17";;;;
"6255";"6005";"6240";"2012JJ00";"17";;;;
"6256";"6005";"6241";"2006JJ00";"80";"2.6";"6";"74";"74"
"6257";"6005";"6241";"2007JJ00";"79";"2.5";"5.8";"74";"74"
"6258";"6005";"6241";"2008JJ00";"76";"2.4";"5.6";"74";"74"
"6259";"6005";"6241";"2009JJ00";"80";"2.5";"5.9";"73";"72"
"6260";"6005";"6241";"2010JJ00";"80";"2.5";"5.9";"74";"73"
"6261";"6005";"6241";"2011XX00";"84";"2.4";"6.2";"73";"72"
"6262";"6005";"6241";"2011JJ00";"81";"2.5";"6";"74";"73"
"6263";"6005";"6241";"2012JJ00";"84";"2.5";"6.2";"74";"73"
"6264";"6005";"6242";"2006JJ00";"43";"2.4";"3.2";"75";"75"
"6265";"6005";"6242";"2007JJ00";"38";"2.6";"2.8";"74";"72"
"6266";"6005";"6242";"2008JJ00";"41";"2.5";"3.1";"74";"74"
"6267";"6005";"6242";"2009JJ00";"40";"2.5";"3";"75";"75"
"6268";"6005";"6242";"2010JJ00";"44";"2.4";"3.3";"74";"72"
"6269";"6005";"6242";"2011XX00";"43";"2.3";"3.2";"74";"73"
"6270";"6005";"6242";"2011JJ00";"42";"2.4";"3.1";"74";"74"
"6271";"6005";"6242";"2012JJ00";"43";"2.4";"3.2";"74";"73"
"6272";"6006";"   1";"2006JJ00";"1006";"2.6";"149.3";"148";"148"
"6273";"6006";"   1";"2007JJ00";"986";"2.6";"146.7";"149";"148"
"6274";"6006";"   1";"2008JJ00";"974";"2.6";"145.1";"149";"149"
"6275";"6006";"   1";"2009JJ00";"971";"2.6";"144.4";"149";"148"
"6276";"6006";"   1";"2010JJ00";"944";"2.5";"139.7";"148";"147"
"6277";"6006";"   1";"2011XX00";"937";"2.5";"138.7";"148";"147"
"6278";"6006";"   1";"2011JJ00";"939";"2.5";"139.2";"148";"147"
"6279";"6006";"   1";"2012JJ00";"928";"2.5";"137.3";"148";"147"
"6280";"6006";"  22";"2006JJ00";"209";"1";"31.2";"149";"149"
"6281";"6006";"  22";"2007JJ00";"209";"1";"31.1";"149";"149"
"6282";"6006";"  22";"2008JJ00";"219";"1";"32.6";"149";"148"
"6283";"6006";"  22";"2009JJ00";"224";"1";"33.4";"149";"148"
"6284";"6006";"  22";"2010JJ00";"221";"1";"32.7";"148";"148"
"6285";"6006";"  22";"2011XX00";"225";"1";"33.1";"147";"146"
"6286";"6006";"  22";"2011JJ00";"227";"1";"33.6";"148";"147"
"6287";"6006";"  22";"2012JJ00";"230";"1";"33.9";"148";"147"
"6288";"6006";"  23";"2006JJ00";"95";"1";"14.2";"149";"147"
"6289";"6006";"  23";"2007JJ00";"99";"1";"14.6";"147";"146"
"6290";"6006";"  23";"2008JJ00";"106";"1";"15.7";"148";"146"
"6291";"6006";"  23";"2009JJ00";"109";"1";"16.2";"148";"147"
"6292";"6006";"  23";"2010JJ00";"103";"1";"15.2";"147";"146"
"6293";"6006";"  23";"2011XX00";"105";"1";"15.3";"146";"144"
"6294";"6006";"  23";"2011JJ00";"103";"1";"15";"146";"144"
"6295";"6006";"  23";"2012JJ00";"103";"1";"15";"146";"144"
"6296";"6006";"  24";"2006JJ00";"78";"1";"11.4";"146";"145"
"6297";"6006";"  24";"2007JJ00";"81";"1";"11.8";"145";"141"
"6298";"6006";"  24";"2008JJ00";"89";"1";"12.9";"146";"143"
"6299";"6006";"  24";"2009JJ00";"89";"1";"13.1";"147";"143"
"6300";"6006";"  24";"2010JJ00";"81";"1";"11.6";"144";"142"
"6301";"6006";"  24";"2011XX00";"82";"1";"11.7";"144";"140"
"6302";"6006";"  24";"2011JJ00";"77";"1";"11.2";"145";"142"
"6303";"6006";"  24";"2012JJ00";"75";"1";"10.8";"144";"142"
"6304";"6006";"  25";"2006JJ00";"17";;;;
"6305";"6006";"  25";"2007JJ00";"18";;;;
"6306";"6006";"  25";"2008JJ00";"17";;;;
"6307";"6006";"  25";"2009JJ00";"20";;;;
"6308";"6006";"  25";"2010JJ00";"22";"1";"3.6";"159";"166"
"6309";"6006";"  25";"2011XX00";"23";"1";"3.5";"153";"156"
"6310";"6006";"  25";"2011JJ00";"25";"1";"3.8";"151";"151"
"6311";"6006";"  25";"2012JJ00";"28";"1";"4.2";"151";"151"
"6312";"6006";"  26";"2006JJ00";"114";"1";"17";"150";"151"
"6313";"6006";"  26";"2007JJ00";"110";"1";"16.5";"150";"150"
"6314";"6006";"  26";"2008JJ00";"113";"1";"17";"150";"151"
"6315";"6006";"  26";"2009JJ00";"116";"1";"17.3";"149";"150"
"6316";"6006";"  26";"2010JJ00";"118";"1";"17.5";"149";"149"
"6317";"6006";"  26";"2011XX00";"120";"1";"17.9";"149";"150"
"6318";"6006";"  26";"2011JJ00";"125";"1";"18.6";"149";"149"
"6319";"6006";"  26";"2012JJ00";"127";"1";"18.9";"149";"149"
"6320";"6006";"  27";"2006JJ00";"64";"1";"9.3";"146";"144"
"6321";"6006";"  27";"2007JJ00";"65";"1";"9.5";"146";"144"
"6322";"6006";"  27";"2008JJ00";"66";"1";"9.8";"148";"146"
"6323";"6006";"  27";"2009JJ00";"63";"1";"9.3";"147";"145"
"6324";"6006";"  27";"2010JJ00";"58";"1";"8.6";"147";"149"
"6325";"6006";"  27";"2011XX00";"60";"1";"8.7";"146";"142"
"6326";"6006";"  27";"2011JJ00";"58";"1";"8.5";"145";"144"
"6327";"6006";"  27";"2012JJ00";"56";"1";"8.1";"145";"143"
"6328";"6006";"  28";"2006JJ00";"50";"1";"7.8";"155";"157"
"6329";"6006";"  28";"2007JJ00";"45";"1";"7";"155";"156"
"6330";"6006";"  28";"2008JJ00";"47";"1";"7.2";"153";"156"
"6331";"6006";"  28";"2009JJ00";"52";"1";"7.9";"152";"154"
"6332";"6006";"  28";"2010JJ00";"59";"1";"8.9";"150";"149"
"6333";"6006";"  28";"2011XX00";"60";"1";"9.1";"152";"154"
"6334";"6006";"  28";"2011JJ00";"66";"1";"10.1";"152";"154"
"6335";"6006";"  28";"2012JJ00";"71";"1";"10.8";"152";"153"
"6336";"6006";"  29";"2006JJ00";"797";"3.1";"118.1";"148";"148"
"6337";"6006";"  29";"2007JJ00";"777";"3.1";"115.6";"149";"148"
"6338";"6006";"  29";"2008JJ00";"755";"3.1";"112.5";"149";"149"
"6339";"6006";"  29";"2009JJ00";"747";"3";"111";"149";"148"
"6340";"6006";"  29";"2010JJ00";"723";"3";"107";"148";"147"
"6341";"6006";"  29";"2011XX00";"712";"3";"105.5";"148";"147"
"6342";"6006";"  29";"2011JJ00";"712";"3";"105.6";"148";"148"
"6343";"6006";"  29";"2012JJ00";"699";"2.9";"103.4";"148";"147"
"6344";"6006";"  30";"2006JJ00";"734";"3.1";"108.9";"148";"148"
"6345";"6006";"  30";"2007JJ00";"710";"3.1";"105.8";"149";"149"
"6346";"6006";"  30";"2008JJ00";"689";"3.1";"102.8";"149";"149"
"6347";"6006";"  30";"2009JJ00";"681";"3";"101.3";"149";"148"
"6348";"6006";"  30";"2010JJ00";"656";"3";"97.2";"148";"147"
"6349";"6006";"  30";"2011XX00";"656";"3";"97.2";"148";"147"
"6350";"6006";"  30";"2011JJ00";"655";"3";"97.3";"148";"148"
"6351";"6006";"  30";"2012JJ00";"642";"2.9";"95.1";"148";"147"
"6352";"6006";"  31";"2006JJ00";"324";"2";"48.5";"150";"150"
"6353";"6006";"  31";"2007JJ00";"312";"2";"46.9";"150";"150"
"6354";"6006";"  31";"2008JJ00";"301";"2";"45.2";"150";"151"
"6355";"6006";"  31";"2009JJ00";"306";"2";"46";"150";"150"
"6356";"6006";"  31";"2010JJ00";"311";"2";"46.4";"149";"149"
"6357";"6006";"  31";"2011XX00";"318";"2";"47.4";"149";"148"
"6358";"6006";"  31";"2011JJ00";"318";"2";"47.7";"150";"150"
"6359";"6006";"  31";"2012JJ00";"320";"2";"47.9";"150";"150"
"6360";"6006";"  32";"2006JJ00";"235";"2";"34.9";"149";"149"
"6361";"6006";"  32";"2007JJ00";"226";"2";"33.6";"149";"148"
"6362";"6006";"  32";"2008JJ00";"216";"2";"32.2";"149";"149"
"6363";"6006";"  32";"2009JJ00";"209";"2";"31.1";"149";"148"
"6364";"6006";"  32";"2010JJ00";"201";"2";"29.9";"148";"147"
"6365";"6006";"  32";"2011XX00";"204";"2";"30.1";"148";"147"
"6366";"6006";"  32";"2011JJ00";"205";"2";"30.4";"148";"147"
"6367";"6006";"  32";"2012JJ00";"194";"2";"28.7";"148";"146"
"6368";"6006";"  33";"2006JJ00";"89";"2";"13.6";"152";"152"
"6369";"6006";"  33";"2007JJ00";"87";"2";"13.4";"154";"156"
"6370";"6006";"  33";"2008JJ00";"85";"2";"13";"153";"155"
"6371";"6006";"  33";"2009JJ00";"97";"2";"14.9";"153";"155"
"6372";"6006";"  33";"2010JJ00";"109";"2";"16.5";"151";"151"
"6373";"6006";"  33";"2011XX00";"114";"2";"17.3";"152";"152"
"6374";"6006";"  33";"2011JJ00";"113";"2";"17.3";"154";"155"
"6375";"6006";"  33";"2012JJ00";"126";"2";"19.2";"153";"154"
"6376";"6006";"  34";"2006JJ00";"284";"4";"41.6";"146";"145"
"6377";"6006";"  34";"2007JJ00";"272";"4";"40";"147";"146"
"6378";"6006";"  34";"2008JJ00";"271";"3.9";"39.9";"147";"147"
"6379";"6006";"  34";"2009JJ00";"256";"4";"37.4";"146";"145"
"6380";"6006";"  34";"2010JJ00";"227";"4";"33.2";"146";"144"
"6381";"6006";"  34";"2011XX00";"214";"4";"31.2";"146";"144"
"6382";"6006";"  34";"2011JJ00";"212";"4";"30.9";"146";"144"
"6383";"6006";"  34";"2012JJ00";"197";"4";"28.7";"145";"143"
"6384";"6006";"  35";"2006JJ00";"126";"3.8";"18.8";"149";"150"
"6385";"6006";"  35";"2007JJ00";"125";"3.8";"19";"151";"151"
"6386";"6006";"  35";"2008JJ00";"117";"3.8";"17.8";"152";"153"
"6387";"6006";"  35";"2009JJ00";"119";"3.8";"17.9";"151";"151"
"6388";"6006";"  35";"2010JJ00";"118";"3.8";"17.6";"149";"150"
"6389";"6006";"  35";"2011XX00";"125";"3.7";"18.5";"149";"148"
"6390";"6006";"  35";"2011JJ00";"125";"3.7";"18.6";"149";"149"
"6391";"6006";"  35";"2012JJ00";"124";"3.7";"18.5";"148";"148"
"6392";"6006";"  36";"2006JJ00";"42";"2.5";"6";"145";"142"
"6393";"6006";"  36";"2007JJ00";"45";"2.5";"6.5";"144";"140"
"6394";"6006";"  36";"2008JJ00";"45";"2.5";"6.6";"146";"143"
"6395";"6006";"  36";"2009JJ00";"45";"2.5";"6.6";"147";"146"
"6396";"6006";"  36";"2010JJ00";"45";"2.5";"6.7";"147";"146"
"6397";"6006";"  36";"2011XX00";"43";"2.5";"6.4";"148";"145"
"6398";"6006";"  36";"2011JJ00";"44";"2.5";"6.4";"146";"144"
"6399";"6006";"  36";"2012JJ00";"44";"2.5";"6.4";"146";"143"
"6400";"6006";"  37";"2006JJ00";"19";;;;
"6401";"6006";"  37";"2007JJ00";"21";"2.6";"2.9";"142";"135"
"6402";"6006";"  37";"2008JJ00";"22";"2.6";"3.1";"146";"142"
"6403";"6006";"  37";"2009JJ00";"21";"2.6";"3.1";"146";"143"
"6404";"6006";"  37";"2010JJ00";"22";"2.6";"3.2";"146";"143"
"6405";"6006";"  37";"2011XX00";"20";"2.5";"2.9";"145";"140"
"6406";"6006";"  37";"2011JJ00";"20";;;;
"6407";"6006";"  37";"2012JJ00";"19";;;;
"6408";"6006";"  38";"2006JJ00";"23";"2.4";"3.3";"146";"143"
"6409";"6006";"  38";"2007JJ00";"24";"2.4";"3.6";"146";"146"
"6410";"6006";"  38";"2008JJ00";"23";"2.4";"3.4";"146";"148"
"6411";"6006";"  38";"2009JJ00";"24";"2.4";"3.5";"149";"149"
"6412";"6006";"  38";"2010JJ00";"24";"2.4";"3.5";"148";"148"
"6413";"6006";"  38";"2011XX00";"23";"2.4";"3.5";"150";"151"
"6414";"6006";"  38";"2011JJ00";"24";"2.4";"3.6";"147";"146"
"6415";"6006";"  38";"2012JJ00";"25";"2.4";"3.7";"147";"145"
"6416";"6006";"  39";"2006JJ00";"22";"3.8";"3.2";"148";"149"
"6417";"6006";"  39";"2007JJ00";"22";"3.8";"3.3";"148";"144"
"6418";"6006";"  39";"2008JJ00";"21";"3.9";"3.1";"147";"147"
"6419";"6006";"  39";"2009JJ00";"22";"3.8";"3.2";"148";"147"
"6420";"6006";"  39";"2010JJ00";"21";"3.7";"3.1";"148";"147"
"6421";"6006";"  39";"2011XX00";"13";;;;
"6422";"6006";"  39";"2011JJ00";"13";;;;
"6423";"6006";"  39";"2012JJ00";"13";;;;
"6424";"6006";"  42";"2006JJ00";"181";"1.7";"27.8";"153";"155"
"6425";"6006";"  42";"2007JJ00";"171";"1.7";"26.4";"155";"156"
"6426";"6006";"  42";"2008JJ00";"170";"1.7";"26.1";"153";"156"
"6427";"6006";"  42";"2009JJ00";"194";"1.7";"29.5";"152";"155"
"6428";"6006";"  42";"2010JJ00";"217";"1.7";"32.9";"152";"152"
"6429";"6006";"  42";"2011XX00";"225";"1.7";"34.2";"152";"153"
"6430";"6006";"  42";"2011JJ00";"231";"1.7";"35.2";"153";"154"
"6431";"6006";"  42";"2012JJ00";"254";"1.7";"38.6";"152";"153"
"6432";"6006";"  43";"2006JJ00";"68";"1";"10.6";"156";"159"
"6433";"6006";"  43";"2007JJ00";"63";"1";"9.8";"156";"157"
"6434";"6006";"  43";"2008JJ00";"64";"1";"9.9";"155";"158"
"6435";"6006";"  43";"2009JJ00";"72";"1";"11";"152";"155"
"6436";"6006";"  43";"2010JJ00";"82";"1";"12.5";"153";"155"
"6437";"6006";"  43";"2011XX00";"83";"1";"12.7";"152";"154"
"6438";"6006";"  43";"2011JJ00";"91";"1";"13.9";"152";"153"
"6439";"6006";"  43";"2012JJ00";"99";"1";"15";"152";"153"
"6440";"6006";"  44";"2006JJ00";"17";;;;
"6441";"6006";"  44";"2007JJ00";"18";;;;
"6442";"6006";"  44";"2008JJ00";"17";;;;
"6443";"6006";"  44";"2009JJ00";"20";;;;
"6444";"6006";"  44";"2010JJ00";"22";"1";"3.6";"159";"166"
"6445";"6006";"  44";"2011XX00";"23";"1";"3.5";"153";"156"
"6446";"6006";"  44";"2011JJ00";"25";"1";"3.8";"151";"151"
"6447";"6006";"  44";"2012JJ00";"28";"1";"4.2";"151";"151"
"6448";"6006";"  45";"2006JJ00";"50";"1";"7.8";"155";"157"
"6449";"6006";"  45";"2007JJ00";"45";"1";"7";"155";"156"
"6450";"6006";"  45";"2008JJ00";"47";"1";"7.2";"153";"156"
"6451";"6006";"  45";"2009JJ00";"52";"1";"7.9";"152";"154"
"6452";"6006";"  45";"2010JJ00";"59";"1";"8.9";"150";"149"
"6453";"6006";"  45";"2011XX00";"60";"1";"9.1";"152";"154"
"6454";"6006";"  45";"2011JJ00";"66";"1";"10.1";"152";"154"
"6455";"6006";"  45";"2012JJ00";"71";"1";"10.8";"152";"153"
"6456";"6006";"  46";"2006JJ00";"96";"2";"14.7";"152";"152"
"6457";"6006";"  46";"2007JJ00";"93";"2";"14.3";"154";"156"
"6458";"6006";"  46";"2008JJ00";"92";"2";"14";"152";"155"
"6459";"6006";"  46";"2009JJ00";"105";"2";"16";"153";"155"
"6460";"6006";"  46";"2010JJ00";"117";"2";"17.7";"151";"152"
"6461";"6006";"  46";"2011XX00";"122";"2";"18.5";"152";"152"
"6462";"6006";"  46";"2011JJ00";"122";"2";"18.7";"153";"155"
"6463";"6006";"  46";"2012JJ00";"137";"2";"20.8";"153";"154"
"6464";"6006";"  47";"2006JJ00";"66";"2";"10";"152";"154"
"6465";"6006";"  47";"2007JJ00";"64";"2";"10";"155";"156"
"6466";"6006";"  47";"2008JJ00";"64";"2";"9.8";"153";"156"
"6467";"6006";"  47";"2009JJ00";"72";"2";"11";"153";"155"
"6468";"6006";"  47";"2010JJ00";"83";"2";"12.5";"151";"150"
"6469";"6006";"  47";"2011XX00";"85";"2";"13";"152";"152"
"6470";"6006";"  47";"2011JJ00";"85";"2";"13.1";"154";"156"
"6471";"6006";"  47";"2012JJ00";"96";"2";"14.8";"153";"155"
"6472";"6006";"  48";"2006JJ00";"31";"2";"4.6";"151";"150"
"6473";"6006";"  48";"2007JJ00";"28";"2";"4.3";"152";"154"
"6474";"6006";"  48";"2008JJ00";"28";"2";"4.2";"151";"151"
"6475";"6006";"  48";"2009JJ00";"32";"2";"4.9";"152";"155"
"6476";"6006";"  48";"2010JJ00";"34";"2";"5.2";"152";"156"
"6477";"6006";"  48";"2011XX00";"37";"2";"5.5";"150";"152"
"6478";"6006";"  48";"2011JJ00";"37";"2";"5.6";"151";"152"
"6479";"6006";"  48";"2012JJ00";"40";"2";"6";"151";"151"
"6480";"6006";"  49";"2006JJ00";"17";;;;
"6481";"6006";"  49";"2007JJ00";"16";;;;
"6482";"6006";"  49";"2008JJ00";"14";;;;
"6483";"6006";"  49";"2009JJ00";"17";;;;
"6484";"6006";"  49";"2010JJ00";"18";;;;
"6485";"6006";"  49";"2011XX00";"20";;;;
"6486";"6006";"  49";"2011JJ00";"17";;;;
"6487";"6006";"  49";"2012JJ00";"18";;;;
"6488";"6006";"  50";"2006JJ00";"825";"2.8";"121.5";"147";"146"
"6489";"6006";"  50";"2007JJ00";"815";"2.8";"120.3";"148";"147"
"6490";"6006";"  50";"2008JJ00";"804";"2.8";"119";"148";"148"
"6491";"6006";"  50";"2009JJ00";"778";"2.8";"114.9";"148";"147"
"6492";"6006";"  50";"2010JJ00";"727";"2.8";"106.8";"147";"146"
"6493";"6006";"  50";"2011XX00";"712";"2.7";"104.5";"147";"145"
"6494";"6006";"  50";"2011JJ00";"708";"2.7";"104";"147";"145"
"6495";"6006";"  50";"2012JJ00";"674";"2.7";"98.7";"146";"145"
"6496";"6006";"6061";"2006JJ00";"29";"1.7";"4.4";"149";"150"
"6497";"6006";"6061";"2007JJ00";"31";"1.5";"4.5";"146";"144"
"6498";"6006";"6061";"2008JJ00";"34";"1.5";"5.1";"151";"150"
"6499";"6006";"6061";"2009JJ00";"31";"1.5";"4.6";"150";"151"
"6500";"6006";"6061";"2010JJ00";"34";"1.5";"5";"148";"147"
"6501";"6006";"6061";"2011XX00";"35";"1.5";"5.1";"146";"145"
"6502";"6006";"6061";"2011JJ00";"32";"1.5";"4.7";"146";"145"
"6503";"6006";"6061";"2012JJ00";"32";"1.5";"4.6";"146";"144"
"6504";"6006";"6062";"2006JJ00";"43";"1.3";"6.5";"151";"150"
"6505";"6006";"6062";"2007JJ00";"43";"1.3";"6.4";"151";"151"
"6506";"6006";"6062";"2008JJ00";"45";"1.3";"6.7";"149";"149"
"6507";"6006";"6062";"2009JJ00";"44";"1.3";"6.5";"147";"144"
"6508";"6006";"6062";"2010JJ00";"43";"1.2";"6.4";"149";"149"
"6509";"6006";"6062";"2011XX00";"48";"1.3";"7.1";"148";"150"
"6510";"6006";"6062";"2011JJ00";"50";"1.2";"7.4";"149";"148"
"6511";"6006";"6062";"2012JJ00";"49";"1.2";"7.3";"149";"148"
"6512";"6006";"6063";"2006JJ00";"64";"1.5";"9.5";"149";"147"
"6513";"6006";"6063";"2007JJ00";"61";"1.4";"9.1";"150";"150"
"6514";"6006";"6063";"2008JJ00";"62";"1.5";"9.3";"151";"149"
"6515";"6006";"6063";"2009JJ00";"68";"1.4";"10.1";"149";"147"
"6516";"6006";"6063";"2010JJ00";"63";"1.4";"9.3";"147";"146"
"6517";"6006";"6063";"2011XX00";"62";"1.4";"9.2";"148";"147"
"6518";"6006";"6063";"2011JJ00";"65";"1.4";"9.6";"148";"147"
"6519";"6006";"6063";"2012JJ00";"64";"1.4";"9.4";"148";"148"
"6520";"6006";"6064";"2006JJ00";"84";"1.7";"12.4";"149";"149"
"6521";"6006";"6064";"2007JJ00";"87";"1.7";"13";"149";"149"
"6522";"6006";"6064";"2008JJ00";"90";"1.7";"13.5";"149";"148"
"6523";"6006";"6064";"2009JJ00";"88";"1.7";"13.2";"150";"151"
"6524";"6006";"6064";"2010JJ00";"88";"1.7";"13.1";"149";"150"
"6525";"6006";"6064";"2011XX00";"90";"1.7";"13.5";"149";"149"
"6526";"6006";"6064";"2011JJ00";"84";"1.7";"12.5";"149";"149"
"6527";"6006";"6064";"2012JJ00";"84";"1.6";"12.5";"149";"148"
"6528";"6006";"6065";"2006JJ00";"108";"2.1";"15.9";"148";"147"
"6529";"6006";"6065";"2007JJ00";"110";"2.1";"16.2";"148";"146"
"6530";"6006";"6065";"2008JJ00";"108";"2";"16.1";"148";"150"
"6531";"6006";"6065";"2009JJ00";"108";"2";"16.2";"150";"150"
"6532";"6006";"6065";"2010JJ00";"103";"2";"15.2";"148";"147"
"6533";"6006";"6065";"2011XX00";"98";"2";"14.6";"148";"148"
"6534";"6006";"6065";"2011JJ00";"101";"1.9";"14.9";"148";"148"
"6535";"6006";"6065";"2012JJ00";"100";"1.9";"14.8";"148";"147"
"6536";"6006";"6066";"2006JJ00";"126";"2.6";"18.6";"148";"146"
"6537";"6006";"6066";"2007JJ00";"120";"2.6";"17.8";"148";"146"
"6538";"6006";"6066";"2008JJ00";"115";"2.6";"17";"148";"147"
"6539";"6006";"6066";"2009JJ00";"113";"2.5";"16.8";"148";"146"
"6540";"6006";"6066";"2010JJ00";"112";"2.4";"16.4";"147";"146"
"6541";"6006";"6066";"2011XX00";"110";"2.3";"16.2";"147";"144"
"6542";"6006";"6066";"2011JJ00";"111";"2.3";"16.4";"148";"147"
"6543";"6006";"6066";"2012JJ00";"109";"2.3";"16.2";"148";"147"
"6544";"6006";"6067";"2006JJ00";"138";"2.9";"20.3";"147";"145"
"6545";"6006";"6067";"2007JJ00";"134";"2.9";"19.6";"147";"144"
"6546";"6006";"6067";"2008JJ00";"127";"2.9";"18.6";"147";"145"
"6547";"6006";"6067";"2009JJ00";"124";"2.8";"18.4";"148";"147"
"6548";"6006";"6067";"2010JJ00";"118";"2.7";"17.3";"147";"147"
"6549";"6006";"6067";"2011XX00";"115";"2.7";"16.9";"147";"144"
"6550";"6006";"6067";"2011JJ00";"118";"2.7";"17.4";"147";"146"
"6551";"6006";"6067";"2012JJ00";"115";"2.6";"16.9";"147";"146"
"6552";"6006";"6068";"2006JJ00";"152";"3.1";"22.4";"148";"147"
"6553";"6006";"6068";"2007JJ00";"146";"3.1";"21.5";"148";"147"
"6554";"6006";"6068";"2008JJ00";"146";"3.1";"21.6";"148";"147"
"6555";"6006";"6068";"2009JJ00";"142";"3.1";"20.9";"147";"147"
"6556";"6006";"6068";"2010JJ00";"133";"3";"19.5";"146";"144"
"6557";"6006";"6068";"2011XX00";"128";"3";"18.8";"147";"145"
"6558";"6006";"6068";"2011JJ00";"128";"3";"19";"148";"146"
"6559";"6006";"6068";"2012JJ00";"125";"2.9";"18.3";"147";"146"
"6560";"6006";"6069";"2006JJ00";"152";"3.2";"22.6";"149";"148"
"6561";"6006";"6069";"2007JJ00";"147";"3.3";"22.1";"151";"152"
